Purchase ID,SN,Age,Gender,Item ID,Item Name,Price
39,Sondilsaya62,21,Male,172,Blade of the Grave,3.14
50,Saelaephos52,21,Male,22,Amnesia,2.18
57,Palyon91,21,Male,80,Dreamsong,3.39
66,Chanastsda67,21,Female,6,Rusty Skull,3.7
73,Assistasda42,21,Male,68,"Storm-Weaver, Slayer of Inception",4.32
84,Jiskjask60,21,Female,34,Retribution Axe,2.22
90,Undosian34,21,Male,60,Wolf,3.54
92,Chadistaya75,21,Female,39,"Betrayal, Whisper of Grieving Widows",3.94
101,Heollyriap59,21,Male,174,Primitive Blade,3.47
111,Sundim98,21,Other / Non-Disclosed,41,Orbit,4.75
112,Iskichinya81,21,Female,7,"Thorn, Satchel of Dark Souls",1.33
116,Lassilsala30,21,Male,139,"Mercy, Katana of Dismay",4.94
117,Frichaststa61,21,Female,117,"Heartstriker, Legacy of the Light",1.79
124,Aesty53,21,Male,150,Deathraze,2.85
128,Iral74,21,Male,58,"Freak's Bite, Favor of Holy Might",4.14
153,Chanjaskan89,21,Male,164,Exiled Doomblade,1.63
172,Tyirinu79,21,Male,65,Conqueror Adamantite Mace,4.24
183,Aenarap34,21,Male,15,Soul Infused Crystal,2.96
216,Tyeudariasuir90,21,Male,136,Ghastly Adamantite Protector,3.58
238,Lisista54,21,Male,42,The Decapitator,1.75
253,Aesty53,21,Male,28,"Flux, Destroyer of Due Diligence",1.06
278,Iskichinya81,21,Female,167,"Malice, Legacy of the Queen",3.61
282,Aidai61,21,Male,155,War-Forged Gold Deflector,1.01
283,Wailin72,21,Female,9,"Thorn, Conqueror of the Corrupted",2.73
334,Lisosia66,21,Male,11,Brimstone,3.65
342,Palatyon26,21,Male,38,"The Void, Vengeance of Dark Magic",2.37
351,Assistasda42,21,Male,121,Massacre,1.6
354,Undista85,21,Male,163,Thunderfury Scimitar,3.45
384,Chamirrasya33,21,Female,110,Suspension,1.44
386,Isursti83,21,Male,129,"Fate, Vengeance of Eternal Justice",1.54
404,Chamirrasya33,21,Female,71,Demise,1.61
433,Chamossa77,21,Male,156,Soul-Forged Steel Shortsword,1.77
435,Lirtastsya71,21,Male,93,Apocalyptic Battlescythe,1.97
442,Zontibe81,21,Male,84,Arcane Gem,3.79
444,Sondassasya91,21,Female,24,Warped Fetish,3.81
473,Eyircil84,21,Male,25,Hero Cane,4.35
476,Marassa62,21,Male,103,Singed Scalpel,4.35
479,Chanjaskan89,21,Male,60,Wolf,3.54
511,Lassilsala30,21,Male,64,Fusion Pummel,4.82
514,Yasur85,21,Male,21,Souleater,1.1
529,Silaera56,21,Male,142,Righteous Might,2.62
560,Zontibe81,21,Male,2,Verdict,2.48
612,Silaera56,21,Male,52,Hatred,4.84
613,Quanrion96,21,Female,159,"Oathbreaker, Spellblade of Trials",3.08
620,Undosian34,21,Male,109,"Downfall, Scalpel Of The Emperor",4.76
623,Iral74,21,Male,114,Yearning Mageblade,3.82
643,Haestyphos66,21,Male,93,Apocalyptic Battlescythe,1.97
657,Silaera56,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02
662,Mindilsa60,21,Male,0,Splinter,1.28
703,Aithelis62,21,Male,160,Azurewrath,4.4
708,Lirtastsya71,21,Male,67,"Celeste, Incarnation of the Corrupted",3.46
723,Lisista54,21,Male,177,"Winterthorn, Defender of Shifting Worlds",2.08
758,Iral74,21,Male,182,Toothpick,4.03
760,Aithelis62,21,Male,44,Bonecarvin Battle Axe,2.38
763,Lassilsala30,21,Male,85,Malificent Bag,1.75
773,Hala31,21,Male,19,"Pursuit, Cudgel of Necromancy",1.02
775,Aethedru70,21,Female,60,Wolf,3.54
776,Iral74,21,Male,164,Exiled Doomblade,1.63
0,Lisim78,20,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53
7,Iskjaskst81,20,Male,162,Abyssal Shard,2.67
16,Lisirra25,20,Male,40,Second Chance,2.52
20,Iathenudil29,20,Male,57,"Despair, Favor of Due Diligence",4.6
21,Phiarithdeu40,20,Male,168,"Sun Strike, Jaws of Twisted Visions",1.48
40,Aerithriaphos45,20,Male,143,Frenzied Scimitar,1.56
41,Assosia88,20,Female,7,"Thorn, Satchel of Dark Souls",1.33
47,Chanuchi25,20,Male,170,Shadowsteel,3.97
48,Asur96,20,Male,138,"Peacekeeper, Wit of Dark Magic",4.74
52,Aelin32,20,Male,60,Wolf,3.54
63,Alo38,20,Male,125,Whistling Mithril Warblade,1
64,Phaena87,20,Male,56,Foul Titanium Battle Axe,2.92
67,Lisim78,20,Male,138,"Peacekeeper, Wit of Dark Magic",4.74
71,Hari50,20,Female,29,"Chaos, Ender of the End",1.98
87,Aelin32,20,Male,151,Severance,3.4
91,Chadolyla44,20,Male,59,"Lightning, Etcher of the King",4.23
97,Aiduecal76,20,Male,134,Undead Crusader,4.5
125,Yathecal82,20,Female,62,Piece Maker,1.87
133,Phaena87,20,Male,0,Splinter,1.28
137,Iri67,20,Male,179,"Wolf, Promise of the Moonwalker",4.48
140,Hari50,20,Female,8,"Purgatory, Gem of Regret",3.93
148,Iskadarya95,20,Male,148,"Warmonger, Gift of Suffering's End",4.03
152,Marjask87,20,Male,110,Suspension,1.44
154,Hyaduesu61,20,Male,59,"Lightning, Etcher of the King",4.23
161,Iri67,20,Male,3,Phantomlight,2.49
168,Iskjaskst81,20,Male,85,Malificent Bag,1.75
178,Baelollodeu94,20,Female,57,"Despair, Favor of Due Diligence",4.6
185,Thrientossa55,20,Male,150,Deathraze,2.85
194,Frichast28,20,Male,73,Ritual Mace,2.05
198,Chadolyla44,20,Male,153,Mercenary Sabre,3.74
206,Haisurra41,20,Female,78,"Glimmer, Ender of the Moon",4.4
228,Jiskirran77,20,Other / Non-Disclosed,80,Dreamsong,3.39
237,Idairin51,20,Other / Non-Disclosed,16,Restored Bauble,3.55
245,Lisim78,20,Male,85,Malificent Bag,1.75
247,Iskadarya95,20,Male,82,Nirvana,4.9
249,Sundirrala66,20,Male,16,Restored Bauble,3.55
259,Haellysu29,20,Male,72,Winter's Bite,3.77
279,Yarithrgue83,20,Male,163,Thunderfury Scimitar,3.45
280,Yana46,20,Female,16,Restored Bauble,3.55
287,Rilaera56,20,Male,5,Putrid Fan,4.08
291,Idairin51,20,Other / Non-Disclosed,35,Heartless Bone Dualblade,3.45
302,Siallylis44,20,Male,4,Bloodlord's Fetish,1.7
305,Siallylis44,20,Male,179,"Wolf, Promise of the Moonwalker",4.48
312,Strithenu87,20,Male,147,"Hellreaver, Heirloom of Inception",4.93
318,Iskadarya95,20,Male,91,Celeste,4.17
329,Ceoral34,20,Male,145,Fiery Glass Crusader,4.58
349,Sundirrala66,20,Male,59,"Lightning, Etcher of the King",4.23
356,Pheosrinudeu70,20,Male,138,"Peacekeeper, Wit of Dark Magic",4.74
368,Ethron58,20,Male,3,Phantomlight,2.49
377,Raysistast71,20,Male,11,Brimstone,3.65
392,Sida61,20,Female,181,Reaper's Toll,1.66
393,Hiarideu73,20,Male,54,Eternal Cleaver,2.5
396,Siralsudeu54,20,Male,131,Fury,1.44
410,Strithenu87,20,Male,99,"Expiration, Warscythe Of Lost Worlds",1.71
434,Irillo49,20,Male,84,Arcane Gem,3.79
455,Lisossala30,20,Male,103,Singed Scalpel,4.35
456,Phaena87,20,Male,124,Venom Claymore,1.29
462,Undirrasta89,20,Male,144,Blood Infused Guardian,1.94
500,Pheulidil31,20,Male,100,Blindscythe,3.27
502,Frichocesta66,20,Male,16,Restored Bauble,3.55
535,Siralsudeu54,20,Male,155,War-Forged Gold Deflector,1.01
536,Siallylis44,20,Male,101,Final Critic,4.19
548,Yathecal82,20,Female,75,Brutality Ivory Warmace,2.42
550,Ilunyon70,20,Male,60,Wolf,3.54
551,Iri67,20,Male,160,Azurewrath,4.4
556,Frichocesta66,20,Male,64,Fusion Pummel,4.82
565,Assastnya25,20,Male,179,"Wolf, Promise of the Moonwalker",4.48
566,Ardonmol96,20,Male,31,Trickster,1.55
567,Lassirrasda85,20,Male,102,Avenger,3.44
569,Baelollodeu94,20,Female,87,"Deluge, Edge of the West",4.43
570,Chadossa56,20,Male,69,"Frenzy, Defender of the Harvest",1.98
576,Ilassa51,20,Male,34,Retribution Axe,2.22
582,Irilis75,20,Male,19,"Pursuit, Cudgel of Necromancy",1.02
583,Aeralstical35,20,Male,49,"The Oculus, Token of Lost Worlds",2.96
584,Aelin32,20,Male,115,Spectral Diamond Doomblade,2.04
590,Iathem87,20,Male,141,Persuasion,3.19
591,Iasurriacal29,20,Male,113,Solitude's Reaver,4.07
602,Seosrim97,20,Male,65,Conqueror Adamantite Mace,4.24
615,Sida61,20,Female,72,Winter's Bite,3.77
616,Tyaelaelis94,20,Male,78,"Glimmer, Ender of the Moon",4.4
621,Seosrim97,20,Male,26,Unholy Wand,1.12
625,Yadaisuir65,20,Male,133,Faith's Scimitar,4.09
641,Lisirra58,20,Female,49,"The Oculus, Token of Lost Worlds",2.96
652,Pheosrinudeu70,20,Male,75,Brutality Ivory Warmace,2.42
661,Strithenu87,20,Male,60,Wolf,3.54
666,Assilsan72,20,Female,82,Nirvana,4.9
670,Aiduecal76,20,Male,120,Agatha,3.08
706,Chanossanya44,20,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23
707,Maradarnya40,20,Male,38,"The Void, Vengeance of Dark Magic",2.37
711,Chadolyla44,20,Male,94,Mourning Blade,3.49
721,Indirrian56,20,Male,156,Soul-Forged Steel Shortsword,1.77
727,Yathecal82,20,Female,104,Gladiator's Glaive,1.93
729,Assylla81,20,Male,74,Yearning Crusher,4.18
733,Chamiman85,20,Male,66,Victor Iron Spikes,4.4
742,Isty55,20,Male,5,Putrid Fan,4.08
748,Rastynusuir31,20,Male,55,Vindictive Glass Edge,2.27
749,Chanossanya44,20,Male,53,Vengeance Cleaver,2.05
756,Ilast79,20,Male,73,Ritual Mace,2.05
777,Yathecal72,20,Male,67,"Celeste, Incarnation of the Corrupted",3.46
30,Idai61,19,Male,140,Striker,2.94
34,Sondim73,19,Male,160,Azurewrath,4.4
59,Yaliru88,19,Male,105,Hailstorm Shadowsteel Scythe,3.03
94,Aina43,19,Male,96,Blood-Forged Skeletal Spine,3.09
108,Sondadarya58,19,Male,85,Malificent Bag,1.75
129,Lisast87,19,Male,74,Yearning Crusher,4.18
219,Aidai53,19,Male,57,"Despair, Favor of Due Diligence",4.6
233,Taeduenu92,19,Female,66,Victor Iron Spikes,4.4
281,Sondimla25,19,Male,68,"Storm-Weaver, Slayer of Inception",4.32
345,Hada39,19,Male,2,Verdict,2.48
370,Idai61,19,Male,45,Glinting Glass Edge,3.85
399,Marilsasya33,19,Male,143,Frenzied Scimitar,1.56
407,Idai61,19,Male,131,Fury,1.44
452,Marilsasya33,19,Male,32,Orenmir,1.14
505,Thourdirra92,19,Male,110,Suspension,1.44
533,Hada39,19,Male,48,"Rage, Legacy of the Lone Victor",2.48
577,Filurarn35,19,Male,128,"Blazeguard, Reach of Eternity",4.91
628,Hada39,19,Male,167,"Malice, Legacy of the Queen",3.61
697,Tyaelistidru84,19,Female,1,Crucifer,3.26
702,Ililsasya43,19,Male,12,Dawne,1.02
709,Lisast87,19,Male,75,Brutality Ivory Warmace,2.42
720,Aidai73,19,Male,159,"Oathbreaker, Spellblade of Trials",3.08
741,Phiallylis33,19,Male,145,Fiery Glass Crusader,4.58
42,Aidaillodeu39,18,Male,72,Winter's Bite,3.77
95,Ilassast39,18,Male,164,Exiled Doomblade,1.63
144,Ili43,18,Male,22,Amnesia,2.18
146,Aidaillodeu39,18,Male,133,Faith's Scimitar,4.09
157,Marast30,18,Female,108,"Extraction, Quickblade Of Trembling Hands",3.53
188,Malunil62,18,Male,88,"Emberling, Defender of Delusions",3.75
227,Haeladil46,18,Male,24,Warped Fetish,3.81
288,Eulaestira36,18,Male,156,Soul-Forged Steel Shortsword,1.77
317,Tyidainu31,18,Female,3,Phantomlight,2.49
322,Saedaiphos46,18,Male,37,"Shadow Strike, Glory of Ending Hope",3.16
346,Saedaiphos46,18,Male,121,Massacre,1.6
348,Eulaestira36,18,Male,38,"The Void, Vengeance of Dark Magic",2.37
359,Chadirra90,18,Male,73,Ritual Mace,2.05
379,Tyananurgue44,18,Male,100,Blindscythe,3.27
391,Alarap40,18,Male,20,Netherbane,3.27
432,Hisridru55,18,Male,120,Agatha,3.08
448,Chanjask65,18,Female,68,"Storm-Weaver, Slayer of Inception",4.32
450,Sondistanya61,18,Female,35,Heartless Bone Dualblade,3.45
522,Meosridil82,18,Male,82,Nirvana,4.9
547,Malarrian73,18,Male,135,Warped Diamond Crusader,1.4
605,Farrian71,18,Male,159,"Oathbreaker, Spellblade of Trials",3.08
704,Undotesta33,18,Male,95,Singed Onyx Warscythe,4.74
725,Malunil62,18,Male,72,Winter's Bite,3.77
757,Eratiel90,18,Male,57,"Despair, Favor of Due Diligence",4.6
764,Saedaiphos46,18,Male,113,Solitude's Reaver,4.07
765,Irith83,18,Male,130,Alpha,2.07
61,Jiskimya77,17,Male,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23
149,Qilatista90,17,Male,161,Devine,1.76
150,Inasti31,17,Male,0,Splinter,1.28
162,Styaduen40,17,Male,181,Reaper's Toll,1.66
175,Indcil77,17,Male,103,Singed Scalpel,4.35
176,Chamimla73,17,Male,157,"Spada, Etcher of Hatred",4.8
205,Jiskimya77,17,Male,149,"Tranquility, Razor of Black Magic",1.75
211,Eosrirgue62,17,Male,120,Agatha,3.08
229,Undosia27,17,Male,72,Winter's Bite,3.77
268,Inasti31,17,Male,71,Demise,1.61
328,Lisista63,17,Male,152,Darkheart,1.74
333,Iduenu77,17,Female,114,Yearning Mageblade,3.82
388,Aeda94,17,Male,128,"Blazeguard, Reach of Eternity",4.91
395,Ennoncil86,17,Male,152,Darkheart,1.74
542,Syally44,17,Male,22,Amnesia,2.18
568,Syally44,17,Male,123,Twilight's Carver,2.28
572,Yoishirrala98,17,Female,145,Fiery Glass Crusader,4.58
632,Filrion83,17,Male,160,Azurewrath,4.4
645,Phaedasurap84,17,Male,114,Yearning Mageblade,3.82
665,Hariphos58,17,Male,73,Ritual Mace,2.05
699,Tyaelly53,17,Female,130,Alpha,2.07
752,Mindjasksya61,17,Male,112,Worldbreaker,2.6
82,Haerithp41,16,Other / Non-Disclosed,160,Azurewrath,4.4
96,Lisassala98,16,Male,56,Foul Titanium Battle Axe,2.92
122,Lisista27,16,Male,174,Primitive Blade,3.47
169,Heosurnuru52,16,Female,123,Twilight's Carver,2.28
181,Marirrasta50,16,Male,51,Endbringer,4.66
204,Chamimla85,16,Male,0,Splinter,1.28
234,Chamimla85,16,Male,97,"Swan Song, Gouger Of Terror",2.5
236,Aerithriaphos46,16,Male,107,"Splitter, Foe Of Subtlety",2.18
240,Lirtastsda29,16,Male,82,Nirvana,4.9
242,Eodaisu60,16,Other / Non-Disclosed,39,"Betrayal, Whisper of Grieving Widows",3.94
260,Saida58,16,Male,70,Hope's End,1.03
267,Tyidaim51,16,Female,41,Orbit,4.75
276,Tyidaim51,16,Female,9,"Thorn, Conqueror of the Corrupted",2.73
297,Heosurnuru52,16,Female,169,"Interrogator, Blood Blade of the Queen",2.18
374,Saisrilis27,16,Male,85,Malificent Bag,1.75
381,Aerillorin70,16,Male,83,Lifebender,3.33
467,Adairialis76,16,Male,123,Twilight's Carver,2.28
508,Iskim96,16,Male,7,"Thorn, Satchel of Dark Souls",1.33
532,Eryon48,16,Male,21,Souleater,1.1
545,Jiskadarst60,16,Male,66,Victor Iron Spikes,4.4
571,Poshilsa82,16,Male,165,Bone Crushing Silver Skewer,4.86
600,Iskosian40,16,Male,166,Thirsty Iron Reaver,3.07
611,Chamjaskya75,16,Male,176,Relentless Iron Skewer,2.84
617,Chamimla85,16,Male,40,Second Chance,2.52
626,Syathecal44,16,Male,75,Brutality Ivory Warmace,2.42
634,Eoral49,16,Male,103,Singed Scalpel,4.35
675,Lirtastsda29,16,Male,144,Blood Infused Guardian,1.94
714,Tyidaim51,16,Female,103,Singed Scalpel,4.35
719,Sundassa93,16,Male,158,"Darkheart, Butcher of the Champion",2.45
771,Iskossasda43,16,Male,25,Hero Cane,4.35
68,Indonmol95,15,Male,27,"Riddle, Tribute of Ended Dreams",3.3
113,Phyali88,15,Female,140,Striker,2.94
119,Frichosia58,15,Female,87,"Deluge, Edge of the West",4.43
134,Phyali88,15,Female,2,Verdict,2.48
165,Lirtassa52,15,Male,183,Dragon's Greatsword,1.09
199,Ialallo29,15,Female,138,"Peacekeeper, Wit of Dark Magic",4.74
215,Ialallo29,15,Female,40,Second Chance,2.52
262,Chamadar79,15,Male,172,Blade of the Grave,3.14
269,Lassassast73,15,Male,18,"Torchlight, Bond of Storms",4.65
273,Phyali88,15,Female,92,Final Critic,4.88
324,Aerithnucal56,15,Male,154,Feral Katana,4.4
337,Yadacal26,15,Male,17,"Lazarus, Terror of the Earth",1.7
350,Rairith81,15,Other / Non-Disclosed,34,Retribution Axe,2.22
355,Tyeoralru41,15,Male,140,Striker,2.94
389,Quinarap53,15,Male,157,"Spada, Etcher of Hatred",4.8
401,Lirtim36,15,Other / Non-Disclosed,46,Hopeless Ebon Dualblade,1.33
406,Idaidil28,15,Male,100,Blindscythe,3.27
409,Lisotesta51,15,Female,144,Blood Infused Guardian,1.94
425,Raisty38,15,Male,20,Netherbane,3.27
430,Frichynde86,15,Male,164,Exiled Doomblade,1.63
441,Hiaral50,15,Male,156,Soul-Forged Steel Shortsword,1.77
451,Eudanu32,15,Female,122,Unending Tyranny,2.85
497,Yadacal26,15,Male,52,Hatred,4.84
552,Hiaral50,15,Male,155,War-Forged Gold Deflector,1.01
597,Quinarap53,15,Male,86,Stormfury Lantern,2.27
599,Hiaral50,15,Male,13,Serenity,1.41
607,Rithe53,15,Female,80,Dreamsong,3.39
619,Quanenrian83,15,Male,55,Vindictive Glass Edge,2.27
649,Iskim66,15,Male,67,"Celeste, Incarnation of the Corrupted",3.46
655,Lirtassan78,15,Male,20,Netherbane,3.27
668,Chanilsasda38,15,Male,40,Second Chance,2.52
683,Ialallo29,15,Female,145,Fiery Glass Crusader,4.58
690,Idaidil28,15,Male,68,"Storm-Weaver, Slayer of Inception",4.32
743,Frichilsa31,15,Male,110,Suspension,1.44
769,Ilosian36,15,Male,145,Fiery Glass Crusader,4.58
487,Raillydeu47,14,Male,93,Apocalyptic Battlescythe,1.97
493,Chanirrasta87,14,Male,139,"Mercy, Katana of Dismay",4.94
76,Mindadaran26,13,Female,88,"Emberling, Defender of Delusions",3.75
139,Lisasi93,13,Male,158,"Darkheart, Butcher of the Champion",2.45
292,Lisasi93,13,Male,70,Hope's End,1.03
449,Ethralista69,13,Male,34,Retribution Axe,2.22
56,Raesty92,12,Male,108,"Extraction, Quickblade Of Trembling Hands",3.53
394,Lassassasda30,12,Male,60,Wolf,3.54
408,Raesty92,12,Male,53,Vengeance Cleaver,2.05
413,Siana77,12,Male,93,Apocalyptic Battlescythe,1.97
531,Lirtirra81,12,Male,143,Frenzied Scimitar,1.56
755,Raesty92,12,Male,76,Haunted Bronzed Bludgeon,3.15
26,Lirtossa84,11,Male,71,Demise,1.61
163,Sidap51,11,Male,65,Conqueror Adamantite Mace,4.24
299,Lirtossa84,11,Male,164,Exiled Doomblade,1.63
539,Eosurdru76,11,Male,117,"Heartstriker, Legacy of the Light",1.79
601,Ilastilis78,11,Male,93,Apocalyptic Battlescythe,1.97
751,Lisjaskan36,11,Male,180,Stormcaller,3.36
774,Jiskjask80,11,Male,101,Final Critic,4.19
32,Aeralria27,10,Male,133,Faith's Scimitar,4.09
38,Reulae52,10,Female,116,Renewed Skeletal Katana,4.18
54,Zhisrisu83,10,Male,25,Hero Cane,4.35
141,Zhisrisu83,10,Male,60,Wolf,3.54
155,Aillyrin83,10,Female,98,"Deadline, Voice Of Subtlety",2.89
411,Lisico81,10,Male,101,Final Critic,4.19
424,Iarilis73,10,Male,149,"Tranquility, Razor of Black Magic",1.75
534,Iana95,10,Male,146,Warped Iron Scimitar,3.1
679,Iarilis73,10,Male,153,Mercenary Sabre,3.74
486,Eurithphos97,9,Male,53,Vengeance Cleaver,2.05
546,Sondadar26,9,Male,159,"Oathbreaker, Spellblade of Trials",3.08
575,Sondadar26,9,Male,137,"Aetherius, Boon of the Blessed",3.39
672,Ililsan66,9,Male,122,Unending Tyranny,2.85
692,Quaecjask96,9,Male,78,"Glimmer, Ender of the Moon",4.4
732,Eurithphos97,9,Male,97,"Swan Song, Gouger Of Terror",2.5
37,Seuthep89,8,Male,73,Ritual Mace,2.05
81,Heudai45,8,Female,174,Primitive Blade,3.47
187,Tyeurith29,8,Male,11,Brimstone,3.65
272,Anallorgue57,8,Male,133,Faith's Scimitar,4.09
311,Anallorgue57,8,Male,71,Demise,1.61
339,Ilmol66,8,Female,124,Venom Claymore,1.29
686,Chadjask77,8,Male,147,"Hellreaver, Heirloom of Inception",4.93
767,Ilmol66,8,Female,92,Final Critic,4.88
27,Eusri44,7,Male,96,Blood-Forged Skeletal Spine,3.09
33,Haillyrgue51,7,Male,44,Bonecarvin Battle Axe,2.38
78,Haillyrgue51,7,Male,50,Dawn,4.6
446,Chanossast57,7,Female,119,"Stormbringer, Dark Blade of Ending Misery",4.32
481,Sondossa69,7,Male,179,"Wolf, Promise of the Moonwalker",4.48
515,Haillyrgue51,7,Male,40,Second Chance,2.52
610,Frichossala54,7,Male,159,"Oathbreaker, Spellblade of Trials",3.08
658,Quilassa66,7,Female,178,"Oathbreaker, Last Hope of the Breaking Storm",4.23
778,Sisur91,7,Male,101,Final Critic,4.19
